Report Date,Country,Prouduct Barcode,Flipkart ProductID,Flipkart ProductName,Category Level1,Category Level2,Category Level3,Category Level4,Site,Number Of offers,Sku Id,Brand,Product Name,Size,Color,Other Variants,Currency,Was_Price,Now Price,Discount,Shipping Cost,Product Availability,Stock Information,Seller Name,Buybox Flag,Seller Type,Min Price Flag,Limited_Stock_Info,Warranty,Warranty Period,Product Condition,Product InputUrl,Product Output Url,Timestamp,Extract Date,Category from site1,Category from site2,Category from site3,Category from site4,Category from site5,Category from site6,Fulfillment,Extra2,Extra3,Extra4
2021-12-03,Egypt,,,,,,,,Amazon.eg,10,B008OHG3SE,Glory," Glory Henna Pack of 6 "","" 10 gm - Brown ",,,,EGP,,115.99,,21,Yes,0,Emanpharmacies,0,Market Place,0,Only 4 left in stock - order soon.,No,,New,https://www.amazon.eg/-/en/Glory-Henna-Pack-10-Brown/dp/B008OHG3SE/ref=sr_1_3?dchild=1&keywords=GLORY+BROWN+HENNA+10G*6P&qid=1633627565&sr=8-3,https://www.amazon.eg/-/en/Glory-Henna-Pack-10-Brown/dp/B008OHG3SE,2021-12-03 11:04,2021-12-03,Beauty,Hair Care,Hair Color,Hennas,,,,Valid URLs,288_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,10,B008OHG3SE,Glory," Glory Henna Pack of 6 "","" 10 gm - Brown ",,,,EGP,,120,,21,Yes,0,tarajat,0,Market Place,0,Only 4 left in stock - order soon.,No,,New,https://www.amazon.eg/-/en/Glory-Henna-Pack-10-Brown/dp/B008OHG3SE/ref=sr_1_3?dchild=1&keywords=GLORY+BROWN+HENNA+10G*6P&qid=1633627565&sr=8-3,https://www.amazon.eg/-/en/Glory-Henna-Pack-10-Brown/dp/B008OHG3SE,2021-12-03 11:04,2021-12-03,Beauty,Hair Care,Hair Color,Hennas,,,,Valid URLs,288_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,10,B008OHG3SE,Glory," Glory Henna Pack of 6 "","" 10 gm - Brown ",,,,EGP,,120,,21,Yes,0,ashyklabs,0,Market Place,0,Only 4 left in stock - order soon.,No,,New,https://www.amazon.eg/-/en/Glory-Henna-Pack-10-Brown/dp/B008OHG3SE/ref=sr_1_3?dchild=1&keywords=GLORY+BROWN+HENNA+10G*6P&qid=1633627565&sr=8-3,https://www.amazon.eg/-/en/Glory-Henna-Pack-10-Brown/dp/B008OHG3SE,2021-12-03 11:04,2021-12-03,Beauty,Hair Care,Hair Color,Hennas,,,,Valid URLs,288_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,10,B008OHG3SE,Glory," Glory Henna Pack of 6 "","" 10 gm - Brown ",,,,EGP,,129,,21,Yes,0,جرين لايف,0,Market Place,0,Only 4 left in stock - order soon.,No,,New,https://www.amazon.eg/-/en/Glory-Henna-Pack-10-Brown/dp/B008OHG3SE/ref=sr_1_3?dchild=1&keywords=GLORY+BROWN+HENNA+10G*6P&qid=1633627565&sr=8-3,https://www.amazon.eg/-/en/Glory-Henna-Pack-10-Brown/dp/B008OHG3SE,2021-12-03 11:04,2021-12-03,Beauty,Hair Care,Hair Color,Hennas,,,,Valid URLs,288_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,10,B008OHG3SE,Glory," Glory Henna Pack of 6 "","" 10 gm - Brown ",,,,EGP,,131.99,,21,Yes,0,Dr-Eman-Khatab-pharmacy,0,Market Place,0,Only 4 left in stock - order soon.,No,,New,https://www.amazon.eg/-/en/Glory-Henna-Pack-10-Brown/dp/B008OHG3SE/ref=sr_1_3?dchild=1&keywords=GLORY+BROWN+HENNA+10G*6P&qid=1633627565&sr=8-3,https://www.amazon.eg/-/en/Glory-Henna-Pack-10-Brown/dp/B008OHG3SE,2021-12-03 11:04,2021-12-03,Beauty,Hair Care,Hair Color,Hennas,,,,Valid URLs,288_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,10,B008OHG3SE,Glory," Glory Henna Pack of 6 "","" 10 gm - Brown ",,,,EGP,,133,,21,Yes,0,ALMISRYPHARMACY,0,Market Place,0,Only 4 left in stock - order soon.,No,,New,https://www.amazon.eg/-/en/Glory-Henna-Pack-10-Brown/dp/B008OHG3SE/ref=sr_1_3?dchild=1&keywords=GLORY+BROWN+HENNA+10G*6P&qid=1633627565&sr=8-3,https://www.amazon.eg/-/en/Glory-Henna-Pack-10-Brown/dp/B008OHG3SE,2021-12-03 11:04,2021-12-03,Beauty,Hair Care,Hair Color,Hennas,,,,Valid URLs,288_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,10,B008OHG3SE,Glory," Glory Henna Pack of 6 "","" 10 gm - Brown ",,,,EGP,,250,,21,Yes,0,Komra_egy,0,Market Place,0,Only 4 left in stock - order soon.,No,,New,https://www.amazon.eg/-/en/Glory-Henna-Pack-10-Brown/dp/B008OHG3SE/ref=sr_1_3?dchild=1&keywords=GLORY+BROWN+HENNA+10G*6P&qid=1633627565&sr=8-3,https://www.amazon.eg/-/en/Glory-Henna-Pack-10-Brown/dp/B008OHG3SE,2021-12-03 11:04,2021-12-03,Beauty,Hair Care,Hair Color,Hennas,,,,Valid URLs,288_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,0,B08BKHRN43,LG," LG UHD 4K TV 49 Inch UN73 Series"","" 4K Active HDR WebOS Smart AI ThinQ - 49UN7340PVC ",,,,EGP,,,,,No,0,,1,,,Currently unavailable.,,,,https://www.amazon.eg/-/en/LG-Active-WebOS-Smart-ThinQ/dp/B08BKHRN43?ref=SQEG-WEB-DP301,,2021-12-03 11:02,2021-12-03,Electronics,"Home Theater"","" TV & Video",TVs,,,,,Valid URLs OOS (Without price),4_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,1,B00L2ZKSWM,American Garden, American Garden Hickory Barbecue Sauce - 510 gm ,,,,EGP,,74.95,,0,Yes,10,Amazon.eg,1,BuyBox + Retail Seller,1,In Stock.,No,,New,https://www.amazon.eg/-/en/American-Garden-Hickory-Barbecue-Sauce/dp/B00L2ZKSWM/ref=sr_1_1?dchild=1&keywords=American+Garden+Hickory+BBQ+Sauce+-+510ml&qid=1633695576&sr=8-1,https://www.amazon.eg/-/en/American-Garden-Hickory-Barbecue-Sauce/dp/B00L2ZKSWM,2021-12-03 11:02,2021-12-03,Grocery,"Sauces"","" Gravies & Marinades",Table & Condiment Sauces,,,,,Valid URLs,322_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,1,B07PF1BC2D,Vegeta, Vegeta All Purpose Seasoning - 250g ,,,,EGP,53,49.95,3.05,0,Yes,10,Amazon.eg,1,BuyBox + Retail Seller,1,In Stock.,No,,New,https://www.amazon.eg/-/en/Vegeta-All-Purpose-Seasoning-250g/dp/B07PF1BC2D/ref=sr_1_1?dchild=1&keywords=Vegeta+All+Purpose+Seasoning+-+250+gram&qid=1633592147&sr=8-1,https://www.amazon.eg/-/en/Vegeta-All-Purpose-Seasoning-250g/dp/B07PF1BC2D,2021-12-03 11:02,2021-12-03,Grocery,"Herbs"","" Spices & Seasonings",Powdered Spices & Seasonings,,,,,Valid URLs,235_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,4,B07G86JV2B,Listerine," LISTERINE Mouthwash Total Care Zero Alcohol Smooth Mint"","" 500ml ",,,,EGP,,,,,No,0,,1,BuyBox,,,No,,,https://www.amazon.eg/-/en/LISTERINE-Mouthwash-Total-Alcohol-Smooth/dp/B07G86JV2B/ref=sr_1_1?dchild=1&keywords=Listerine+Mouthwash+Total+Care&qid=1633632325&sr=8-1,https://www.amazon.eg/-/en/LISTERINE-Mouthwash-Total-Alcohol-Smooth/dp/B07G86JV2B,2021-12-03 11:02,2021-12-03,Health & Household Products,Dental Care,Mouthwashes,,,,,Valid URLs OOS (Without price),437_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,4,B07G86JV2B,Listerine," LISTERINE Mouthwash Total Care Zero Alcohol Smooth Mint"","" 500ml ",,,,EGP,,102,,21,Yes,0,ALMISRYPHARMACY,1,BuyBox,1,,No,,New,https://www.amazon.eg/-/en/LISTERINE-Mouthwash-Total-Alcohol-Smooth/dp/B07G86JV2B/ref=sr_1_1?dchild=1&keywords=Listerine+Mouthwash+Total+Care&qid=1633632325&sr=8-1,https://www.amazon.eg/-/en/LISTERINE-Mouthwash-Total-Alcohol-Smooth/dp/B07G86JV2B,2021-12-03 11:02,2021-12-03,Health & Household Products,Dental Care,Mouthwashes,,,,,Valid URLs,437_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,4,B07G86JV2B,Listerine," LISTERINE Mouthwash Total Care Zero Alcohol Smooth Mint"","" 500ml ",,,,EGP,,114.99,,21,Yes,0,Emanpharmacies,0,Market Place,0,,No,,New,https://www.amazon.eg/-/en/LISTERINE-Mouthwash-Total-Alcohol-Smooth/dp/B07G86JV2B/ref=sr_1_1?dchild=1&keywords=Listerine+Mouthwash+Total+Care&qid=1633632325&sr=8-1,https://www.amazon.eg/-/en/LISTERINE-Mouthwash-Total-Alcohol-Smooth/dp/B07G86JV2B,2021-12-03 11:02,2021-12-03,Health & Household Products,Dental Care,Mouthwashes,,,,,Valid URLs,437_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,4,B07G86JV2B,Listerine," LISTERINE Mouthwash Total Care Zero Alcohol Smooth Mint"","" 500ml ",,,,EGP,,159.99,,21,Yes,0,David.soliman86,0,Market Place,0,,No,,New,https://www.amazon.eg/-/en/LISTERINE-Mouthwash-Total-Alcohol-Smooth/dp/B07G86JV2B/ref=sr_1_1?dchild=1&keywords=Listerine+Mouthwash+Total+Care&qid=1633632325&sr=8-1,https://www.amazon.eg/-/en/LISTERINE-Mouthwash-Total-Alcohol-Smooth/dp/B07G86JV2B,2021-12-03 11:02,2021-12-03,Health & Household Products,Dental Care,Mouthwashes,,,,,Valid URLs,437_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,3,B07NDGJ16X,Astonish, Astonish Bathroom Cleaner Spray - 750 Ml ,750 ml,,,EGP,60,65.95,3,21,Yes,0,Amazon.eg,1,BuyBox + Retail Seller,0,Usually ships within 2 to 3 days.,No,,New,https://www.amazon.eg/-/en/gp/product/B07NDGJ16X/ref=ox_sc_act_image_1?smid=A30D0QHP5J1TO4&psc=1,https://www.amazon.eg/-/en/Astonish-Bathroom-Cleaner-Spray-750/dp/B07NDGJ16X,2021-12-03 11:02,2021-12-03,Health & Household Products,Home Care & Cleaning,,,,,,Valid URLs,317_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,3,B07NDGJ16X,Astonish, Astonish Bathroom Cleaner Spray - 750 Ml ,750 ml,,,EGP,,57,,21,Yes,0,LCYKK,0,Market Place,1,Usually ships within 2 to 3 days.,No,,New,https://www.amazon.eg/-/en/gp/product/B07NDGJ16X/ref=ox_sc_act_image_1?smid=A30D0QHP5J1TO4&psc=1,https://www.amazon.eg/-/en/Astonish-Bathroom-Cleaner-Spray-750/dp/B07NDGJ16X,2021-12-03 11:02,2021-12-03,Health & Household Products,Home Care & Cleaning,,,,,,Valid URLs,317_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,3,B07NDGJ16X,Astonish, Astonish Bathroom Cleaner Spray - 750 Ml ,750 ml,,,EGP,,167,,21,Yes,0,Qest_egy,0,Market Place,0,Usually ships within 2 to 3 days.,No,,New,https://www.amazon.eg/-/en/gp/product/B07NDGJ16X/ref=ox_sc_act_image_1?smid=A30D0QHP5J1TO4&psc=1,https://www.amazon.eg/-/en/Astonish-Bathroom-Cleaner-Spray-750/dp/B07NDGJ16X,2021-12-03 11:02,2021-12-03,Health & Household Products,Home Care & Cleaning,,,,,,Valid URLs,317_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,4,B07MVWPCYT,Pampers," Pampers Diapers Pants Size 4"","" 28 Pieces ",,,,EGP,91,75.25,15.75,0,Yes,10,Amazon.eg,1,BuyBox + Retail Seller,1,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Diapers-Pants-Size-Pieces/dp/B07MVWPCYT/ref=sr_1_12?dchild=1&keywords=Pampers+Maxi+Pants+Diapers%2C+Size+4&qid=1633552109&sr=8-12,https://www.amazon.eg/-/en/Pampers-Diapers-Pants-Size-Pieces/dp/B07MVWPCYT,2021-12-03 11:02,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,417_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,4,B07MVWPCYT,Pampers," Pampers Diapers Pants Size 4"","" 28 Pieces ",,,,EGP,,116.99,,21,Yes,0,Emanpharmacies,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Diapers-Pants-Size-Pieces/dp/B07MVWPCYT/ref=sr_1_12?dchild=1&keywords=Pampers+Maxi+Pants+Diapers%2C+Size+4&qid=1633552109&sr=8-12,https://www.amazon.eg/-/en/Pampers-Diapers-Pants-Size-Pieces/dp/B07MVWPCYT,2021-12-03 11:02,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,417_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,4,B07MVWPCYT,Pampers," Pampers Diapers Pants Size 4"","" 28 Pieces ",,,,EGP,,119.99,,21,Yes,0,Dr-Eman-Khatab-pharmacy,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Diapers-Pants-Size-Pieces/dp/B07MVWPCYT/ref=sr_1_12?dchild=1&keywords=Pampers+Maxi+Pants+Diapers%2C+Size+4&qid=1633552109&sr=8-12,https://www.amazon.eg/-/en/Pampers-Diapers-Pants-Size-Pieces/dp/B07MVWPCYT,2021-12-03 11:02,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,417_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,4,B07MVWPCYT,Pampers," Pampers Diapers Pants Size 4"","" 28 Pieces ",,,,EGP,,145,,21,Yes,0,United commercial services,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Diapers-Pants-Size-Pieces/dp/B07MVWPCYT/ref=sr_1_12?dchild=1&keywords=Pampers+Maxi+Pants+Diapers%2C+Size+4&qid=1633552109&sr=8-12,https://www.amazon.eg/-/en/Pampers-Diapers-Pants-Size-Pieces/dp/B07MVWPCYT,2021-12-03 11:02,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,417_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,3,B07Q1CYM3F,Finish, Finish Dishwasher Detergent Powder Original 1kg ,,,,EGP,,99.7,,0,Yes,30,الاجزخانة,1,BuyBox,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Finish-Dishwasher-Detergent-Powder-Original/dp/B07Q1CYM3F/ref=sr_1_2?dchild=1&keywords=Finish+Dishwasher+Powder+Detergent+-+1Kg&qid=1633497443&sr=8-2,https://www.amazon.eg/-/en/Finish-Dishwasher-Detergent-Powder-Original/dp/B07Q1CYM3F,2021-12-03 11:02,2021-12-03,Health & Household Products,Home Care & Cleaning,,,,,Amazon.eg,Valid URLs,207_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,3,B07Q1CYM3F,Finish, Finish Dishwasher Detergent Powder Original 1kg ,,,,EGP,,90,,21,Yes,0,ForSale22,0,Market Place,1,In Stock.,No,,New,https://www.amazon.eg/-/en/Finish-Dishwasher-Detergent-Powder-Original/dp/B07Q1CYM3F/ref=sr_1_2?dchild=1&keywords=Finish+Dishwasher+Powder+Detergent+-+1Kg&qid=1633497443&sr=8-2,https://www.amazon.eg/-/en/Finish-Dishwasher-Detergent-Powder-Original/dp/B07Q1CYM3F,2021-12-03 11:02,2021-12-03,Health & Household Products,Home Care & Cleaning,,,,,,Valid URLs,207_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,3,B07Q1CYM3F,Finish, Finish Dishwasher Detergent Powder Original 1kg ,,,,EGP,,99.81,,21,Yes,0,tnzycompany,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Finish-Dishwasher-Detergent-Powder-Original/dp/B07Q1CYM3F/ref=sr_1_2?dchild=1&keywords=Finish+Dishwasher+Powder+Detergent+-+1Kg&qid=1633497443&sr=8-2,https://www.amazon.eg/-/en/Finish-Dishwasher-Detergent-Powder-Original/dp/B07Q1CYM3F,2021-12-03 11:02,2021-12-03,Health & Household Products,Home Care & Cleaning,,,,,,Valid URLs,207_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,5,B07MW12RGW,NIVEA, Nivea SPF 50 Nivea Sun Kids Roll-On - 50 ml ,,,,EGP,,83,,21,Yes,30,Amazon.eg,1,BuyBox + Retail Seller,1,In Stock.,No,,New,https://www.amazon.eg/-/en/gp/product/B07MW12RGW/ref=ox_sc_act_image_1?smid=A320SR5NB5G5SV&psc=1,https://www.amazon.eg/-/en/Nivea-SPF-Sun-Kids-Roll/dp/B07MW12RGW,2021-12-03 11:02,2021-12-03,,,,,,,,Valid URLs,504_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,5,B07MW12RGW,NIVEA, Nivea SPF 50 Nivea Sun Kids Roll-On - 50 ml ,,,,EGP,,188,,21,Yes,0,BioPharmacy_egy,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/gp/product/B07MW12RGW/ref=ox_sc_act_image_1?smid=A320SR5NB5G5SV&psc=1,https://www.amazon.eg/-/en/Nivea-SPF-Sun-Kids-Roll/dp/B07MW12RGW,2021-12-03 11:02,2021-12-03,,,,,,,,Valid URLs,504_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,5,B07MW12RGW,NIVEA, Nivea SPF 50 Nivea Sun Kids Roll-On - 50 ml ,,,,EGP,,188,,21,Yes,0,Naseem24,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/gp/product/B07MW12RGW/ref=ox_sc_act_image_1?smid=A320SR5NB5G5SV&psc=1,https://www.amazon.eg/-/en/Nivea-SPF-Sun-Kids-Roll/dp/B07MW12RGW,2021-12-03 11:02,2021-12-03,,,,,,,,Valid URLs,504_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,5,B07MW12RGW,NIVEA, Nivea SPF 50 Nivea Sun Kids Roll-On - 50 ml ,,,,EGP,,209.99,,21,Yes,0,David.soliman86,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/gp/product/B07MW12RGW/ref=ox_sc_act_image_1?smid=A320SR5NB5G5SV&psc=1,https://www.amazon.eg/-/en/Nivea-SPF-Sun-Kids-Roll/dp/B07MW12RGW,2021-12-03 11:02,2021-12-03,,,,,,,,Valid URLs,504_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,5,B07MW12RGW,NIVEA, Nivea SPF 50 Nivea Sun Kids Roll-On - 50 ml ,,,,EGP,,238,,21,Yes,0,Costcoo,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/gp/product/B07MW12RGW/ref=ox_sc_act_image_1?smid=A320SR5NB5G5SV&psc=1,https://www.amazon.eg/-/en/Nivea-SPF-Sun-Kids-Roll/dp/B07MW12RGW,2021-12-03 11:02,2021-12-03,,,,,,,,Valid URLs,504_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,7,B07P75T36K,Downy," Downy Concentrate Fabric Softener Antibac"","" 1L ",,,,EGP,,69.75,,21,Yes,4,Amazon.eg,1,BuyBox + Retail Seller,1,Only 4 left in stock - order soon.,No,,New,https://www.amazon.eg/-/en/gp/product/B07P75T36K/ref=ox_sc_act_title_1?smid=A2391EA049GMRQ&psc=1,https://www.amazon.eg/-/en/Downy-Concentrate-Fabric-Softener-Antibac/dp/B07P75T36K,2021-12-03 11:02,2021-12-03,Health & Household Products,Home Care & Cleaning,Laundry,Laundry Detergent,Liquid Detergent,,,Valid URLs,1534_EGYPT_amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,7,B07P75T36K,Downy," Downy Concentrate Fabric Softener Antibac"","" 1L ",,,,EGP,,100,,21,Yes,0,علاءكو,0,Market Place,0,Only 4 left in stock - order soon.,No,,New,https://www.amazon.eg/-/en/gp/product/B07P75T36K/ref=ox_sc_act_title_1?smid=A2391EA049GMRQ&psc=1,https://www.amazon.eg/-/en/Downy-Concentrate-Fabric-Softener-Antibac/dp/B07P75T36K,2021-12-03 11:02,2021-12-03,Health & Household Products,Home Care & Cleaning,Laundry,Laundry Detergent,Liquid Detergent,,,Valid URLs,1534_EGYPT_amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,7,B07P75T36K,Downy," Downy Concentrate Fabric Softener Antibac"","" 1L ",,,,EGP,,100,,21,Yes,0,ForSale22,0,Market Place,0,Only 4 left in stock - order soon.,No,,New,https://www.amazon.eg/-/en/gp/product/B07P75T36K/ref=ox_sc_act_title_1?smid=A2391EA049GMRQ&psc=1,https://www.amazon.eg/-/en/Downy-Concentrate-Fabric-Softener-Antibac/dp/B07P75T36K,2021-12-03 11:02,2021-12-03,Health & Household Products,Home Care & Cleaning,Laundry,Laundry Detergent,Liquid Detergent,,,Valid URLs,1534_EGYPT_amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,7,B07P75T36K,Downy," Downy Concentrate Fabric Softener Antibac"","" 1L ",,,,EGP,,150,,21,Yes,0,Tejan.Store,0,Market Place,0,Only 4 left in stock - order soon.,No,,New,https://www.amazon.eg/-/en/gp/product/B07P75T36K/ref=ox_sc_act_title_1?smid=A2391EA049GMRQ&psc=1,https://www.amazon.eg/-/en/Downy-Concentrate-Fabric-Softener-Antibac/dp/B07P75T36K,2021-12-03 11:02,2021-12-03,Health & Household Products,Home Care & Cleaning,Laundry,Laundry Detergent,Liquid Detergent,,,Valid URLs,1534_EGYPT_amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,7,B07P75T36K,Downy," Downy Concentrate Fabric Softener Antibac"","" 1L ",,,,EGP,,165,,21,Yes,0,Bestby_egy,0,Market Place,0,Only 4 left in stock - order soon.,No,,New,https://www.amazon.eg/-/en/gp/product/B07P75T36K/ref=ox_sc_act_title_1?smid=A2391EA049GMRQ&psc=1,https://www.amazon.eg/-/en/Downy-Concentrate-Fabric-Softener-Antibac/dp/B07P75T36K,2021-12-03 11:02,2021-12-03,Health & Household Products,Home Care & Cleaning,Laundry,Laundry Detergent,Liquid Detergent,,,Valid URLs,1534_EGYPT_amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,7,B07P75T36K,Downy," Downy Concentrate Fabric Softener Antibac"","" 1L ",,,,EGP,,189,,21,Yes,0,Glgla,0,Market Place,0,Only 4 left in stock - order soon.,No,,New,https://www.amazon.eg/-/en/gp/product/B07P75T36K/ref=ox_sc_act_title_1?smid=A2391EA049GMRQ&psc=1,https://www.amazon.eg/-/en/Downy-Concentrate-Fabric-Softener-Antibac/dp/B07P75T36K,2021-12-03 11:02,2021-12-03,Health & Household Products,Home Care & Cleaning,Laundry,Laundry Detergent,Liquid Detergent,,,Valid URLs,1534_EGYPT_amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,2,B01KXFLHB2,Fresh, Fresh Plaza 90x60 Gas Cooker-Stainless ,,Silver,,EGP,7050,6950,100,21,Yes,2,EL Ogail For Electronics Trading,1,BuyBox,1,Only 2 left in stock - order soon.,No,,New,https://www.amazon.eg/-/en/Fresh-500006272-Digital-Burners-Professional/dp/B01KXFLHB2/ref=sr_1_2?dchild=1&keywords=Fresh+500006272+Digital+Touch+Stainless+Steel+Gas+Cooker+-+5+Burners+-+90+Cm&qid=1634665355&sr=8-2,https://www.amazon.eg/-/en/Fresh-Plaza-90x60-Gas-Cooker-Stainless/dp/B01KXFLHB2,2021-12-03 11:02,2021-12-03,Home & Kitchen,Household Appliances,"Ranges"","" Ovens & Cooktops",Ranges,Freestanding Ranges,,,Valid URLs,1923_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,2,B01KXFLHB2,Fresh, Fresh Plaza 90x60 Gas Cooker-Stainless ,,Silver,,EGP,,7000.82,,0,Yes,0,Amazon.eg,0,Retail Seller,0,Only 2 left in stock - order soon.,No,,New,https://www.amazon.eg/-/en/Fresh-500006272-Digital-Burners-Professional/dp/B01KXFLHB2/ref=sr_1_2?dchild=1&keywords=Fresh+500006272+Digital+Touch+Stainless+Steel+Gas+Cooker+-+5+Burners+-+90+Cm&qid=1634665355&sr=8-2,https://www.amazon.eg/-/en/Fresh-Plaza-90x60-Gas-Cooker-Stainless/dp/B01KXFLHB2,2021-12-03 11:02,2021-12-03,Home & Kitchen,Household Appliances,"Ranges"","" Ovens & Cooktops",Ranges,Freestanding Ranges,,,Valid URLs,1923_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,5,B07FHYXQZG,Tide, Tide Automatic Concentrated Laundry Powder Detergent with Touch of Downy Freshness - 8 kg ,,,,EGP,,199,,0,Yes,10,Amazon.eg,1,BuyBox + Retail Seller,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Tide-Automatic-Concentrated-Detergent-Freshness/dp/B07FHYXQZG/ref=sr_1_1?dchild=1&keywords=tide+automatic+powder+detergent+with+touch+of+downy+-+8kg&qid=1634026203&sr=8-1,https://www.amazon.eg/-/en/Tide-Automatic-Concentrated-Detergent-Freshness/dp/B07FHYXQZG,2021-12-03 11:02,2021-12-03,Health & Household Products,Home Care & Cleaning,Laundry,Laundry Detergent,Powder Detergent,,,Valid URLs,1393_EGYPT_amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,5,B07FHYXQZG,Tide, Tide Automatic Concentrated Laundry Powder Detergent with Touch of Downy Freshness - 8 kg ,,,,EGP,,249,,21,Yes,0,Oreflamm,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Tide-Automatic-Concentrated-Detergent-Freshness/dp/B07FHYXQZG/ref=sr_1_1?dchild=1&keywords=tide+automatic+powder+detergent+with+touch+of+downy+-+8kg&qid=1634026203&sr=8-1,https://www.amazon.eg/-/en/Tide-Automatic-Concentrated-Detergent-Freshness/dp/B07FHYXQZG,2021-12-03 11:02,2021-12-03,Health & Household Products,Home Care & Cleaning,Laundry,Laundry Detergent,Powder Detergent,,,Valid URLs,1393_EGYPT_amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,5,B07FHYXQZG,Tide, Tide Automatic Concentrated Laundry Powder Detergent with Touch of Downy Freshness - 8 kg ,,,,EGP,,250,,21,Yes,0,Oreflamm,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Tide-Automatic-Concentrated-Detergent-Freshness/dp/B07FHYXQZG/ref=sr_1_1?dchild=1&keywords=tide+automatic+powder+detergent+with+touch+of+downy+-+8kg&qid=1634026203&sr=8-1,https://www.amazon.eg/-/en/Tide-Automatic-Concentrated-Detergent-Freshness/dp/B07FHYXQZG,2021-12-03 11:02,2021-12-03,Health & Household Products,Home Care & Cleaning,Laundry,Laundry Detergent,Powder Detergent,,,Valid URLs,1393_EGYPT_amazon.eg,
